Activity Date,Process Date,Settle Date,Instrument,Description,Trans Code,Quantity,Price,Amount
4/10/2023,4/10/2023,4/11/2023,SPCE,SPCE 4/14/2023 Call $3.50,STO,1,$0.10,$9.98
4/10/2023,4/10/2023,4/11/2023,SPCE,SPCE 4/14/2023 Call $3.50,STO,1,$0.10,$9.98
4/6/2023,4/6/2023,4/10/2023,MRVL,MRVL 4/6/2023 Put $42.00,OASGN,2,,
4/6/2023,4/6/2023,4/11/2023,MRVL,"Marvell Technology
CUSIP: 573874104
2 MRVL Options Assigned",Buy,200,$42.00,"($8,400.00)"
4/6/2023,4/6/2023,4/10/2023,INTC,Option Expiration for INTC 4/6/2023 Call $33.00,OEXP,5,,
4/6/2023,4/6/2023,4/10/2023,SPCE,Option Expiration for SPCE 4/6/2023 Call $4.00,OEXP,10,,
4/6/2023,4/6/2023,4/10/2023,TSLA,TSLA 4/6/2023 Put $190.00,BTC,1,$5.60,($560.00)
4/6/2023,4/6/2023,4/10/2023,TSLA,TSLA 4/14/2023 Put $187.50,STO,1,$6.90,$689.98
4/6/2023,4/6/2023,4/10/2023,AMD,AMD 4/14/2023 Put $93.00,STO,1,$2.38,$237.98
4/6/2023,4/6/2023,4/10/2023,AMD,AMD 4/6/2023 Put $94.00,BTC,1,$1.43,($143.00)
4/3/2023,4/3/2023,4/4/2023,SPCE,SPCE 4/6/2023 Call $4.00,STO,9,$0.04,$35.97
4/3/2023,4/3/2023,4/4/2023,SPCE,SPCE 4/6/2023 Call $4.00,STO,1,$0.05,$4.98
4/3/2023,4/3/2023,4/4/2023,MRVL,MRVL 4/6/2023 Put $42.00,STO,2,$0.75,$149.98
4/3/2023,4/3/2023,4/4/2023,AMD,AMD 4/6/2023 Put $94.00,STO,1,$0.78,$77.98
4/3/2023,4/3/2023,4/4/2023,TSLA,TSLA 4/6/2023 Put $190.00,STO,1,$2.39,$238.98
3/31/2023,3/31/2023,4/3/2023,TSLA,Option Expiration for TSLA 3/31/2023 Put $182.50,OEXP,1,,
3/31/2023,3/31/2023,4/3/2023,AMD,Option Expiration for AMD 3/31/2023 Put $93.00,OEXP,1,,
3/31/2023,3/31/2023,4/3/2023,MRVL,MRVL 3/31/2023 Call $42.00,OASGN,1,,
3/31/2023,3/31/2023,4/4/2023,MRVL,"Marvell Technology
CUSIP: 573874104
1 MRVL Option Assigned",Sell,100,$42.00,"$4,199.95"
3/31/2023,3/31/2023,3/31/2023,,Interest Payment,INT,,,$3.43
3/31/2023,3/31/2023,3/31/2023,,ACH Deposit,ACH,,,$400.00
3/31/2023,3/31/2023,4/3/2023,NET,NET 3/31/2023 Call $53.00,BTC,1,$9.20,($920.00)
3/31/2023,3/31/2023,4/3/2023,NET,NET 4/28/2023 Call $54.00,STO,1,$9.50,$949.98
3/31/2023,3/31/2023,4/3/2023,INTC,INTC 4/6/2023 Call $33.00,STO,5,$0.42,$209.98
3/31/2023,3/31/2023,4/4/2023,INTC,"Intel
CUSIP: 458140100",Buy,500,$32.53,"($16,263.90)"
3/31/2023,3/31/2023,4/3/2023,INTC,INTC 3/31/2023 Put $28.00,BTC,1,$0.01,($1.00)
3/31/2023,3/31/2023,4/3/2023,INTC,INTC 3/31/2023 Put $28.00,BTC,1,$0.01,($1.00)
3/31/2023,3/31/2023,4/3/2023,INTC,INTC 3/31/2023 Put $28.00,BTC,3,$0.01,($3.00)
3/29/2023,3/29/2023,3/29/2023,NVDA,Cash Div: R/D 2023-03-08 P/D 2023-03-29 - 28.038072 shares at 0.04,CDIV,,,$1.12
3/27/2023,3/27/2023,3/28/2023,FRC,FRC 3/31/2023 Put $3.50,BTC,8,$0.05,($40.00)
3/27/2023,3/27/2023,3/28/2023,INTC,INTC 3/31/2023 Put $28.00,STO,5,$0.20,$99.98
3/24/2023,3/24/2023,3/27/2023,INTC,Option Expiration for INTC 3/24/2023 Put $28.00,OEXP,5,,
3/24/2023,3/24/2023,3/27/2023,MRVL,MRVL 3/31/2023 Call $42.00,STO,1,$0.72,$71.98
3/24/2023,3/24/2023,3/28/2023,MRVL,"Marvell Technology
CUSIP: 573874104",Buy,94.965913,$40.76,"($3,870.76)"
3/24/2023,3/24/2023,3/27/2023,AMD,AMD 3/24/2023 Put $90.00,BTC,1,$0.01,($1.00)
3/24/2023,3/24/2023,3/27/2023,AMD,AMD 3/31/2023 Put $93.00,STO,1,$1.34,$133.98
3/24/2023,3/24/2023,3/27/2023,NET,NET 3/31/2023 Call $53.00,STO,1,$4.28,$427.98
3/24/2023,3/24/2023,3/27/2023,NET,NET 3/24/2023 Call $52.00,BTC,1,$4.13,($413.00)
3/24/2023,3/24/2023,3/27/2023,TSLA,TSLA 3/31/2023 Put $182.50,STO,1,$3.62,$361.98
3/24/2023,3/24/2023,3/27/2023,TSLA,TSLA 3/24/2023 Put $185.00,BTC,1,$0.28,($28.00)
3/23/2023,3/23/2023,3/24/2023,FRC,FRC 3/31/2023 Put $3.50,STO,1,$0.25,$24.98
3/23/2023,3/23/2023,3/24/2023,FRC,FRC 3/31/2023 Put $3.50,STO,1,$0.25,$24.98
3/23/2023,3/23/2023,3/24/2023,FRC,FRC 3/31/2023 Put $3.50,STO,1,$0.25,$24.98
3/23/2023,3/23/2023,3/24/2023,FRC,FRC 3/31/2023 Put $3.50,STO,1,$0.25,$24.98
3/23/2023,3/23/2023,3/24/2023,FRC,FRC 3/31/2023 Put $3.50,STO,2,$0.25,$49.98
3/23/2023,3/23/2023,3/24/2023,FRC,FRC 3/31/2023 Put $3.50,STO,1,$0.26,$25.98
3/23/2023,3/23/2023,3/24/2023,FRC,FRC 3/31/2023 Put $3.50,STO,1,$0.25,$24.98
3/23/2023,3/23/2023,3/24/2023,FRC,FRC 3/24/2023 Put $10.00,BTC,1,$0.73,($73.00)
3/23/2023,3/23/2023,3/24/2023,FRC,FRC 3/24/2023 Put $10.00,BTC,1,$0.73,($73.00)
3/20/2023,3/20/2023,3/21/2023,AMD,AMD 3/24/2023 Put $90.00,STO,1,$1.06,$105.98
3/17/2023,3/17/2023,3/20/2023,GOOGL,GOOGL 3/17/2023 Call $95.00,OASGN,1,,
3/17/2023,3/17/2023,3/21/2023,GOOGL,"Alphabet Class A
CUSIP: 02079K305
1 GOOGL Option Assigned",Sell,100,$95.00,"$9,499.91"
3/17/2023,3/17/2023,3/20/2023,AMD,Option Expiration for AMD 3/17/2023 Put $81.00,OEXP,1,,
3/17/2023,3/17/2023,3/20/2023,SPCE,SPCE 3/17/2023 Put $5.00,OASGN,5,,
3/17/2023,3/17/2023,3/21/2023,SPCE,"Virgin Galactic Holdings
CUSIP: 92766K106
5 SPCE Options Assigned",Buy,500,$5.00,"($2,500.00)"
3/17/2023,3/17/2023,3/20/2023,FRC,FRC 3/24/2023 Put $10.00,STO,2,$1.20,$239.98
3/17/2023,3/17/2023,3/20/2023,INTC,INTC 3/17/2023 Put $26.00,BTC,5,$0.01,($5.00)
3/17/2023,3/17/2023,3/20/2023,INTC,INTC 3/24/2023 Put $28.00,STO,5,$0.21,$104.98
3/17/2023,3/17/2023,3/20/2023,TSLA,TSLA 3/17/2023 Put $186.67,BTC,1,$7.35,($735.00)
3/17/2023,3/17/2023,3/20/2023,TSLA,TSLA 3/24/2023 Put $185.00,STO,1,$9.25,$924.98
3/15/2023,3/15/2023,3/15/2023,,ACH Deposit,ACH,,,"$2,000.00"
3/15/2023,3/15/2023,3/15/2023,,Gold Fee,GOLD,,,($5.00)
3/13/2023,3/13/2023,3/14/2023,GOOGL,GOOGL 3/17/2023 Call $95.00,STO,1,$0.59,$58.98
3/13/2023,3/13/2023,3/14/2023,INTC,INTC 3/17/2023 Put $26.00,STO,5,$0.29,$144.98
3/10/2023,3/10/2023,3/13/2023,INTC,Option Expiration for INTC 3/10/2023 Put $26.00,OEXP,5,,
3/10/2023,3/10/2023,3/13/2023,SPCE,Option Expiration for SPCE 3/10/2023 Call $6.00,OEXP,3,,
3/10/2023,3/10/2023,3/13/2023,SPCE,SPCE 3/10/2023 Put $5.50,OASGN,2,,
3/10/2023,3/10/2023,3/14/2023,SPCE,"Virgin Galactic Holdings
CUSIP: 92766K106
2 SPCE Options Assigned",Buy,200,$5.50,"($1,100.00)"
3/10/2023,3/10/2023,3/13/2023,GOOGL,Option Expiration for GOOGL 3/10/2023 Call $94.00,OEXP,1,,
3/10/2023,3/10/2023,3/13/2023,AMD,AMD 3/10/2023 Put $82.00,BTC,1,$0.08,($8.00)
3/10/2023,3/10/2023,3/13/2023,AMD,AMD 3/17/2023 Put $81.00,STO,1,$1.41,$140.98
3/10/2023,3/10/2023,3/13/2023,TSLA,TSLA 3/17/2023 Put $186.67,STO,1,$12.98,"$1,297.97"
3/10/2023,3/10/2023,3/13/2023,TSLA,TSLA 3/10/2023 Put $187.50,BTC,1,$11.86,"($1,186.00)"
3/10/2023,3/10/2023,3/13/2023,SPCE,SPCE 3/17/2023 Put $5.00,STO,3,$0.22,$65.98
3/10/2023,3/10/2023,3/13/2023,SPCE,SPCE 3/10/2023 Put $5.00,BTC,3,$0.03,($9.00)
3/10/2023,3/10/2023,3/13/2023,SPCE,SPCE 3/10/2023 Put $5.00,BTC,2,$0.03,($6.00)
3/10/2023,3/10/2023,3/13/2023,SPCE,SPCE 3/17/2023 Put $5.00,STO,2,$0.22,$43.98
3/9/2023,3/9/2023,3/9/2023,MSFT,Cash Div: R/D 2023-02-16 P/D 2023-03-09 - 7.071625 shares at 0.68,CDIV,,,$4.81
3/7/2023,3/7/2023,3/8/2023,AMD,AMD 3/10/2023 Put $82.00,STO,1,$0.65,$64.98
3/6/2023,3/6/2023,3/7/2023,SPCE,SPCE 3/10/2023 Put $5.50,STO,2,$0.23,$45.98
3/6/2023,3/6/2023,3/7/2023,SPCE,SPCE 3/10/2023 Call $6.00,STO,3,$0.07,$20.98
3/6/2023,3/6/2023,3/7/2023,TSLA,TSLA 3/10/2023 Put $187.50,STO,1,$2.28,$227.98
3/6/2023,3/6/2023,3/7/2023,INTC,INTC 3/10/2023 Put $26.00,STO,5,$0.25,$124.98
3/3/2023,3/3/2023,3/6/2023,SPCE,Option Expiration for SPCE 3/3/2023 Put $5.50,OEXP,2,,
3/3/2023,3/3/2023,3/6/2023,SPCE,SPCE 3/3/2023 Put $5.50,OASGN,3,,
3/3/2023,3/3/2023,3/7/2023,SPCE,"Virgin Galactic Holdings
CUSIP: 92766K106
5 SPCE Options Assigned",Buy,300,$5.50,"($1,650.00)"
3/3/2023,3/3/2023,3/6/2023,TSLA,Option Expiration for TSLA 3/3/2023 Put $185.00,OEXP,1,,
3/3/2023,3/3/2023,3/6/2023,SPCE,Option Expiration for SPCE 3/3/2023 Put $5.00,OEXP,2,,
3/3/2023,3/3/2023,3/6/2023,INTC,INTC 3/3/2023 Call $26.00,OASGN,5,,
3/3/2023,3/3/2023,3/7/2023,INTC,"Intel
CUSIP: 458140100
5 INTC Options Assigned",Sell,500,$26.00,"$12,999.82"
3/3/2023,3/3/2023,3/6/2023,AMD,Option Expiration for AMD 3/3/2023 Put $75.00,OEXP,1,,
3/3/2023,3/3/2023,3/3/2023,PFE,Cash Div: R/D 2023-01-27 P/D 2023-03-03 - 0.996808 shares at 0.41,CDIV,,,$0.41
3/3/2023,3/3/2023,3/6/2023,SPCE,SPCE 3/10/2023 Put $5.00,STO,2,$0.07,$13.98
3/3/2023,3/3/2023,3/6/2023,SPCE,SPCE 3/10/2023 Put $5.00,STO,1,$0.07,$6.98
3/3/2023,3/3/2023,3/6/2023,SPCE,SPCE 3/10/2023 Put $5.00,STO,2,$0.07,$13.98
3/3/2023,3/3/2023,3/6/2023,GOOGL,GOOGL 3/3/2023 Call $93.00,BTC,1,$0.52,($52.00)
3/3/2023,3/3/2023,3/6/2023,GOOGL,GOOGL 3/10/2023 Call $94.00,STO,1,$1.21,$120.98
3/1/2023,3/1/2023,3/2/2023,GOOGL,GOOGL 3/3/2023 Call $93.00,STO,1,$0.22,$21.98
3/1/2023,3/1/2023,3/2/2023,INTC,INTC 3/3/2023 Call $26.00,STO,1,$0.13,$12.98
3/1/2023,3/1/2023,3/2/2023,INTC,INTC 3/3/2023 Call $26.00,STO,2,$0.13,$25.98
3/1/2023,3/1/2023,3/2/2023,INTC,INTC 3/3/2023 Call $26.00,STO,2,$0.13,$25.98
2/28/2023,2/28/2023,2/28/2023,,Interest Payment,INT,,,$6.72
2/28/2023,2/28/2023,2/28/2023,,ACH Deposit,ACH,,,"$2,100.00"
2/24/2023,2/24/2023,2/27/2023,GOOGL,GOOGL 2/24/2023 Put $93.00,OASGN,1,,
2/24/2023,2/24/2023,2/28/2023,GOOGL,"Alphabet Class A
CUSIP: 02079K305
1 GOOGL Option Assigned",Buy,100,$93.00,"($9,300.00)"
2/24/2023,2/24/2023,2/24/2023,SIRI,Cash Div: R/D 2023-02-09 P/D 2023-02-24 - 3.032986 shares at 0.0242,CDIV,,,$0.07
2/24/2023,2/24/2023,2/27/2023,SPCE,SPCE 3/3/2023 Put $5.00,STO,2,$0.21,$41.98
2/24/2023,2/24/2023,2/27/2023,SPCE,SPCE 3/3/2023 Put $5.50,STO,5,$0.35,$174.98
2/24/2023,2/24/2023,2/27/2023,SPCE,SPCE 2/24/2023 Put $5.50,BTC,5,$0.03,($15.00)
2/24/2023,2/24/2023,2/27/2023,AMD,AMD 3/3/2023 Put $75.00,STO,1,$0.94,$93.98
2/24/2023,2/24/2023,2/27/2023,AMD,AMD 2/24/2023 Put $76.00,BTC,1,$0.04,($4.00)
2/23/2023,2/23/2023,2/24/2023,TSLA,TSLA 2/24/2023 Put $190.00,BTC,1,$0.84,($84.00)
2/23/2023,2/23/2023,2/24/2023,TSLA,TSLA 3/3/2023 Put $185.00,STO,1,$4.11,$410.98
2/21/2023,2/21/2023,2/22/2023,TSLA,TSLA 2/24/2023 Put $190.00,STO,1,$1.94,$193.98
2/21/2023,2/21/2023,2/22/2023,SPCE,SPCE 2/24/2023 Put $5.50,STO,5,$0.10,$49.98
2/21/2023,2/21/2023,2/21/2023,,Aggregated Margin Rate,MINT,,,($5.88)
2/17/2023,2/17/2023,2/21/2023,INTC,Option Expiration for INTC 2/17/2023 Call $29.50,OEXP,5,,
2/17/2023,2/17/2023,2/21/2023,TSLA,Option Expiration for TSLA 2/17/2023 Put $177.50,OEXP,1,,
2/17/2023,2/17/2023,2/21/2023,SPCE,SPCE 2/17/2023 Call $5.50,OASGN,5,,
2/17/2023,2/17/2023,2/22/2023,SPCE,"Virgin Galactic Holdings
CUSIP: 92766K106
5 SPCE Options Assigned",Sell,500,$5.50,"$2,749.86"
2/17/2023,2/17/2023,2/21/2023,GOOGL,GOOGL 2/24/2023 Put $93.00,STO,1,$1.01,$100.98
2/17/2023,2/17/2023,2/21/2023,GOOGL,GOOGL 2/17/2023 Put $92.00,BTC,1,$0.01,($1.00)
2/17/2023,2/17/2023,2/21/2023,NET,NET 3/24/2023 Call $52.00,STO,1,$13.78,"$1,377.95"
2/17/2023,2/17/2023,2/21/2023,NET,NET 2/17/2023 Call $51.00,BTC,1,$13.19,"($1,319.00)"
2/17/2023,2/17/2023,2/21/2023,AMD,AMD 2/24/2023 Put $76.00,STO,1,$1.25,$124.98
2/16/2023,2/16/2023,2/16/2023,AAPL,Cash Div: R/D 2023-02-13 P/D 2023-02-16 - 12.114505 shares at 0.23,CDIV,,,$2.79
2/15/2023,2/15/2023,2/15/2023,,ACH Deposit,ACH,,,"$2,700.00"
2/14/2023,2/14/2023,2/15/2023,GOOGL,GOOGL 2/17/2023 Put $92.00,STO,1,$1.12,$111.98
2/13/2023,2/13/2023,2/14/2023,INTC,INTC 2/17/2023 Call $29.50,STO,1,$0.16,$15.98
2/13/2023,2/13/2023,2/14/2023,INTC,INTC 2/17/2023 Call $29.50,STO,1,$0.16,$15.98
2/13/2023,2/13/2023,2/14/2023,INTC,INTC 2/17/2023 Call $29.50,STO,1,$0.16,$15.98
2/13/2023,2/13/2023,2/14/2023,INTC,INTC 2/17/2023 Call $29.50,STO,1,$0.16,$15.98
2/13/2023,2/13/2023,2/14/2023,INTC,INTC 2/17/2023 Call $29.50,STO,1,$0.16,$15.98
2/13/2023,2/13/2023,2/14/2023,SPCE,SPCE 2/17/2023 Call $5.50,STO,5,$0.12,$59.98
2/13/2023,2/13/2023,2/13/2023,,Gold Fee,GOLD,,,($5.00)
2/10/2023,2/10/2023,2/13/2023,AMD,Option Expiration for AMD 2/10/2023 Put $81.00,OEXP,1,,
2/10/2023,2/10/2023,2/13/2023,INTC,INTC 2/10/2023 Put $29.50,OASGN,5,,
2/10/2023,2/10/2023,2/14/2023,INTC,"Intel
CUSIP: 458140100
5 INTC Options Assigned",Buy,500,$29.50,"($14,750.00)"
2/10/2023,2/10/2023,2/13/2023,SPCE,SPCE 2/10/2023 Put $5.50,OASGN,5,,
2/10/2023,2/10/2023,2/14/2023,SPCE,"Virgin Galactic Holdings
CUSIP: 92766K106
5 SPCE Options Assigned",Buy,500,$5.50,"($2,750.00)"
2/10/2023,2/10/2023,2/13/2023,TSLA,TSLA 2/17/2023 Put $177.50,STO,1,$1.89,$188.98
2/10/2023,2/10/2023,2/13/2023,TSLA,TSLA 2/10/2023 Put $182.50,BTC,1,$0.01,($1.00)
2/10/2023,2/10/2023,2/13/2023,NET,NET 2/10/2023 Call $51.00,BTC,1,$9.18,($918.00)
2/10/2023,2/10/2023,2/13/2023,NET,NET 2/17/2023 Call $51.00,STO,1,$9.42,$941.96
2/7/2023,2/7/2023,2/8/2023,SPCE,SPCE 2/10/2023 Put $5.50,STO,5,$0.08,$39.98
2/7/2023,2/7/2023,2/8/2023,TSLA,TSLA 2/10/2023 Put $182.50,STO,1,$1.49,$148.98
2/6/2023,2/6/2023,2/7/2023,AMD,AMD 2/10/2023 Put $81.00,STO,1,$0.82,$81.98
2/6/2023,2/6/2023,2/7/2023,INTC,INTC 2/10/2023 Put $29.50,STO,5,$0.62,$309.98
2/3/2023,2/3/2023,2/6/2023,TSLA,Option Expiration for TSLA 2/3/2023 Put $157.50,OEXP,1,,
2/3/2023,2/3/2023,2/6/2023,AMD,Option Expiration for AMD 2/3/2023 Put $70.00,OEXP,1,,
2/3/2023,2/3/2023,2/6/2023,INTC,INTC 2/3/2023 Call $29.50,OASGN,5,,
2/3/2023,2/3/2023,2/6/2023,SPCE,SPCE 2/3/2023 Call $5.50,OASGN,5,,
2/3/2023,2/3/2023,2/7/2023,INTC,"Intel
CUSIP: 458140100
5 INTC Options Assigned",Sell,500,$29.50,"$14,749.59"
2/3/2023,2/3/2023,2/7/2023,SPCE,"Virgin Galactic Holdings
CUSIP: 92766K106
5 SPCE Options Assigned",Sell,500,$5.50,"$2,749.86"
1/31/2023,1/31/2023,1/31/2023,,Interest Payment,INT,,,$6.34
1/30/2023,1/30/2023,1/31/2023,TSLA,TSLA 2/3/2023 Put $157.50,STO,1,$2.10,$209.98
1/30/2023,1/30/2023,1/31/2023,INTC,INTC 2/3/2023 Call $29.50,STO,1,$0.18,$17.98
1/30/2023,1/30/2023,1/31/2023,INTC,INTC 2/3/2023 Call $29.50,STO,4,$0.18,$71.98
1/30/2023,1/30/2023,1/31/2023,AMD,AMD 2/3/2023 Put $70.00,STO,1,$1.39,$138.98
1/27/2023,1/27/2023,1/30/2023,INTC,Option Expiration for INTC 1/27/2023 Call $30.00,OEXP,5,,
1/27/2023,1/27/2023,1/30/2023,TSLA,Option Expiration for TSLA 1/27/2023 Put $130.00,OEXP,1,,
1/27/2023,1/27/2023,1/27/2023,,ACH Deposit,ACH,,,"$3,000.00"
1/27/2023,1/27/2023,1/30/2023,NET,NET 2/10/2023 Call $51.00,STO,1,$5.36,$535.97
1/27/2023,1/27/2023,1/30/2023,NET,NET 1/27/2023 Call $48.50,BTC,1,$4.27,($427.00)
1/27/2023,1/27/2023,1/30/2023,SPCE,SPCE 1/27/2023 Call $5.00,BTC,3,$0.75,($225.00)
1/27/2023,1/27/2023,1/30/2023,SPCE,SPCE 1/27/2023 Call $5.00,BTC,2,$0.75,($150.00)
1/27/2023,1/27/2023,1/30/2023,SPCE,SPCE 2/3/2023 Call $5.50,STO,3,$0.41,$122.98
1/27/2023,1/27/2023,1/30/2023,SPCE,SPCE 2/3/2023 Call $5.50,STO,2,$0.41,$81.98
1/25/2023,1/25/2023,1/25/2023,MRVL,Cash Div: R/D 2023-01-06 P/D 2023-01-25 - 5.034087 shares at 0.06,CDIV,,,$0.30
1/25/2023,1/25/2023,1/25/2023,CSCO,Cash Div: R/D 2023-01-05 P/D 2023-01-25 - 1.041383 shares at 0.38,CDIV,,,$0.40
1/25/2023,1/25/2023,1/26/2023,TSLA,TSLA 1/27/2023 Put $130.00,STO,1,$1.70,$169.98
1/23/2023,1/23/2023,1/24/2023,NET,NET 1/27/2023 Call $48.50,STO,1,$1.05,$104.98
1/23/2023,1/23/2023,1/23/2023,,Aggregated Margin Rate,MINT,,,($15.12)
1/20/2023,1/20/2023,1/23/2023,NVDA,NVDA 1/20/2023 Call $170.00,OASGN,1,,
1/20/2023,1/20/2023,1/24/2023,NVDA,"NVIDIA
CUSIP: 67066G104
1 NVDA Option Assigned",Sell,100,$170.00,"$16,999.60"
1/20/2023,1/20/2023,1/23/2023,GOOGL,GOOGL 1/20/2023 Call $93.00,OASGN,1,,
1/20/2023,1/20/2023,1/24/2023,GOOGL,"Alphabet Class A
CUSIP: 02079K305
1 GOOGL Option Assigned",Sell,100,$93.00,"$9,299.77"
1/20/2023,1/20/2023,1/23/2023,NET,Option Expiration for NET 1/20/2023 Call $48.00,OEXP,1,,
1/19/2023,1/19/2023,1/20/2023,GOOGL,GOOGL 1/20/2023 Call $93.00,STO,1,$0.72,$71.98
1/17/2023,1/17/2023,1/18/2023,NET,NET 1/20/2023 Call $48.00,STO,1,$0.63,$62.98
1/17/2023,1/17/2023,1/17/2023,,Gold Fee,GOLD,,,($5.00)
1/17/2023,1/17/2023,1/17/2023,,Aggregated Margin Rate,MINT,,,($75.34)
1/17/2023,1/17/2023,1/17/2023,,ACH Deposit,ACH,,,"$2,000.00"
1/13/2023,1/13/2023,1/17/2023,NET,Option Expiration for NET 1/13/2023 Call $45.50,OEXP,1,,
1/13/2023,1/13/2023,1/17/2023,GOOGL,Option Expiration for GOOGL 1/13/2023 Call $93.00,OEXP,1,,
1/13/2023,1/13/2023,1/17/2023,SPCE,SPCE 1/27/2023 Call $5.00,STO,5,$0.56,$279.98
1/13/2023,1/13/2023,1/17/2023,SPCE,SPCE 1/13/2023 Call $4.50,BTC,5,$0.69,($345.00)
1/13/2023,1/13/2023,1/17/2023,INTC,INTC 1/13/2023 Call $29.00,BTC,5,$1.03,($515.00)
1/13/2023,1/13/2023,1/17/2023,INTC,INTC 1/27/2023 Call $30.00,STO,5,$1.23,$614.97
1/13/2023,1/13/2023,1/17/2023,NVDA,NVDA 1/13/2023 Call $167.50,BTC,1,$0.42,($42.00)
1/13/2023,1/13/2023,1/17/2023,NVDA,NVDA 1/20/2023 Call $170.00,STO,1,$2.41,$240.98
1/9/2023,1/9/2023,1/10/2023,NET,NET 1/13/2023 Call $45.50,STO,1,$0.44,$43.98
1/9/2023,1/9/2023,1/10/2023,SPCE,SPCE 1/13/2023 Call $4.50,STO,1,$0.05,$4.98
1/9/2023,1/9/2023,1/10/2023,SPCE,SPCE 1/13/2023 Call $4.50,STO,2,$0.05,$9.98
1/9/2023,1/9/2023,1/10/2023,SPCE,SPCE 1/13/2023 Call $4.50,STO,2,$0.05,$9.98
1/9/2023,1/9/2023,1/10/2023,GOOGL,GOOGL 1/13/2023 Call $93.00,STO,1,$0.46,$45.98
1/9/2023,1/9/2023,1/10/2023,NVDA,NVDA 1/13/2023 Call $167.50,STO,1,$1.82,$181.98
1/6/2023,1/6/2023,1/9/2023,SPCE,Option Expiration for SPCE 1/6/2023 Call $4.00,OEXP,5,,
1/6/2023,1/6/2023,1/9/2023,NET,Option Expiration for NET 1/6/2023 Call $46.00,OEXP,1,,
1/6/2023,1/6/2023,1/9/2023,NVDA,Option Expiration for NVDA 1/6/2023 Call $152.50,OEXP,1,,
1/6/2023,1/6/2023,1/9/2023,INTC,INTC 1/13/2023 Call $29.00,STO,2,$0.52,$103.98
1/6/2023,1/6/2023,1/9/2023,INTC,INTC 1/13/2023 Call $29.00,STO,3,$0.52,$155.98
1/6/2023,1/6/2023,1/9/2023,INTC,INTC 1/6/2023 Call $28.50,BTC,3,$0.29,($87.00)
1/6/2023,1/6/2023,1/9/2023,INTC,INTC 1/6/2023 Call $28.50,BTC,2,$0.29,($58.00)
1/4/2023,1/4/2023,1/5/2023,NET,NET 1/6/2023 Call $46.00,STO,1,$0.43,$42.98
1/4/2023,1/4/2023,1/5/2023,SPCE,SPCE 1/6/2023 Call $4.00,STO,2,$0.02,$3.98
1/4/2023,1/4/2023,1/5/2023,SPCE,SPCE 1/6/2023 Call $4.00,STO,2,$0.02,$3.98
1/4/2023,1/4/2023,1/5/2023,SPCE,SPCE 1/6/2023 Call $4.00,STO,1,$0.02,$1.98
1/4/2023,1/4/2023,1/5/2023,INTC,INTC 1/6/2023 Call $28.50,STO,5,$0.11,$54.98
1/4/2023,1/4/2023,1/5/2023,NVDA,NVDA 1/6/2023 Call $152.50,STO,1,$1.13,$112.98
12/30/2022,12/30/2022,1/3/2023,NVDA,Option Expiration for NVDA 12/30/2022 Call $150.00,OEXP,1,,
12/30/2022,12/30/2022,1/3/2023,NET,Option Expiration for NET 12/30/2022 Call $45.50,OEXP,1,,
12/30/2022,12/30/2022,1/3/2023,GOOGL,Option Expiration for GOOGL 12/30/2022 Call $90.00,OEXP,1,,
12/30/2022,12/30/2022,1/3/2023,SPCE,Option Expiration for SPCE 12/30/2022 Call $3.50,OEXP,5,,
12/28/2022,12/28/2022,12/29/2022,NET,NET 12/30/2022 Call $45.50,STO,1,$0.07,$6.98
12/28/2022,12/28/2022,12/29/2022,SPCE,SPCE 12/30/2022 Call $3.50,STO,5,$0.04,$19.98
12/28/2022,12/28/2022,12/29/2022,GOOGL,GOOGL 12/30/2022 Call $90.00,STO,1,$0.06,$5.98
12/28/2022,12/28/2022,12/29/2022,NVDA,NVDA 12/30/2022 Call $150.00,STO,1,$0.17,$16.98
12/23/2022,12/23/2022,12/27/2022,SPCE,Option Expiration for SPCE 12/23/2022 Call $4.00,OEXP,5,,
12/23/2022,12/23/2022,12/27/2022,GOOGL,Option Expiration for GOOGL 12/23/2022 Call $92.00,OEXP,1,,
12/23/2022,12/23/2022,12/27/2022,INTC,Option Expiration for INTC 12/23/2022 Call $27.00,OEXP,5,,
12/23/2022,12/23/2022,12/27/2022,NET,Option Expiration for NET 12/23/2022 Call $47.50,OEXP,1,,
12/23/2022,12/23/2022,12/27/2022,NVDA,Option Expiration for NVDA 12/23/2022 Call $165.00,OEXP,1,,
12/22/2022,12/22/2022,12/22/2022,NVDA,Cash Div: R/D 2022-12-01 P/D 2022-12-22 - 128.038072 shares at 0.04,CDIV,,,$5.12
12/21/2022,12/21/2022,12/22/2022,GOOGL,GOOGL 12/23/2022 Call $92.00,STO,1,$0.19,$18.98
12/21/2022,12/21/2022,12/22/2022,SPCE,SPCE 12/23/2022 Call $4.00,STO,5,$0.03,$14.98
12/21/2022,12/21/2022,12/22/2022,INTC,INTC 12/23/2022 Call $27.00,STO,4,$0.14,$55.98
12/21/2022,12/21/2022,12/22/2022,INTC,INTC 12/23/2022 Call $27.00,STO,1,$0.14,$13.98
12/20/2022,12/20/2022,12/21/2022,NET,NET 12/23/2022 Call $47.50,STO,1,$0.63,$62.98
12/16/2022,12/16/2022,12/19/2022,GOOGL,Option Expiration for GOOGL 12/16/2022 Call $99.00,OEXP,1,,
12/16/2022,12/16/2022,12/19/2022,INTC,Option Expiration for INTC 12/16/2022 Call $30.00,OEXP,5,,
